Producto;Fecha;Precio AND (€/Kg);Precio MAD (€/Kg);Valor AND (miles €);Valor MAD (miles €);Volumen AND (miles kg);Volumen MAD (miles kg);Precio CLM (€/Kg);Precio CYL (€/Kg);Precio CAT (€/Kg);Valor CLM (miles €);Valor CYL (miles €);Valor CAT (miles €);Volumen CLM (miles kg);Volumen CYL (miles kg);Volumen CAT (miles kg);Poblacion AND;Poblacion MAD;Poblacion CLM;Poblacion CYL;Poblacion CAT
FRESAS/FRESON;11/2019;3.76;3.066;432.885;568.01;115.13;185.248;2.024;3.774;3.288;235.961;152.441;643.959;116.58;40.388;195.875;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MELON;11/2019;1.085;1.673;2210.322;1831.47;2036.495;1094.788;1.282;0.91;1.842;512.659;652.667;3551.082;399.939;717.591;1927.864;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
SANDIA;11/2019;1.5;1.229;84.349;89.267;56.229;72.628;1.85;1.507;1.257;43.373;11.129;99.156;23.447;7.385;78.856;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CIRUELAS;11/2019;1.593;1.465;785.377;828.293;492.976;565.268;1.521;1.746;1.711;160.071;193.157;1282.933;105.251;110.65;749.776;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEREZAS;11/2019;6.984;2.326;69.799;98.638;9.993;42.412;0.0;0.75;6.309;0.0;4.018;48.854;0.0;5.356;7.744;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
UVAS;11/2019;2.368;2.363;5765.295;4863.772;2434.47;2057.967;2.294;2.353;2.643;970.392;1142.612;6728.813;423.054;485.647;2545.571;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
KIWI;11/2019;3.217;3.253;5040.893;5866.668;1566.771;1803.573;2.866;3.089;3.377;1471.087;2121.657;5383.54;513.213;686.888;1594.047;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AGUACATE;11/2019;3.322;3.716;3318.941;2813.446;999.044;757.15;3.671;4.165;3.622;689.974;826.045;3015.181;187.952;198.348;832.429;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIÑA;11/2019;1.599;1.542;1428.823;1653.529;893.312;1072.508;1.6;1.585;1.632;375.523;673.362;1397.278;234.657;424.754;856.11;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
POMELO;11/2019;1.783;1.869;266.262;113.031;149.341;60.461;1.829;1.883;1.859;70.594;126.679;267.972;38.59;67.264;144.114;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHIRIMOYA;11/2019;3.792;2.629;8.986;23.426;2.37;8.909;0.0;0.0;3.0;0.0;0.0;8.261;0.0;0.0;2.754;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANGO;11/2019;2.402;2.478;2203.967;1765.212;917.381;712.427;2.362;2.477;2.661;154.241;455.066;1442.993;65.292;183.746;542.265;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
TOMATES;12/2019;1.596;1.849;10908.77;9289.483;6836.726;5025.376;1.686;1.721;2.044;2677.32;2705.49;14586.42;1587.706;1571.694;7136.079;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEBOLLAS;12/2019;1.134;1.222;5015.822;3846.492;4422.12;3147.899;1.132;1.177;1.214;809.494;1352.786;6020.574;715.087;1149.137;4960.955;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AJOS;12/2019;3.979;4.349;1832.13;1586.319;460.402;364.763;4.19;3.97;4.573;280.192;502.582;1555.08;66.875;126.581;340.092;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLES;12/2019;1.204;1.201;803.198;1216.79;666.884;1012.856;1.242;1.131;1.141;326.036;550.51;1402.736;262.573;486.796;1228.952;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PEPINOS;12/2019;1.47;1.467;793.947;740.458;540.221;504.62;1.417;1.385;1.576;291.161;220.941;1117.844;205.495;159.468;709.243;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
JUDIAS VERDES;12/2019;3.13;2.956;1815.831;2114.595;580.079;715.364;3.119;2.982;3.627;778.458;578.566;4051.848;249.592;194.031;1117.151;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIMIENTOS;12/2019;1.848;1.895;4670.275;3995.085;2527.558;2107.757;1.83;1.974;1.947;1214.716;1622.436;4346.482;663.627;822.057;2232.172;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHAMPIÑONES+O.SETAS;12/2019;3.96;3.866;3881.995;3371.982;980.2;872.106;4.081;4.242;4.38;1268.37;1186.075;4324.254;310.792;279.57;987.258;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LECHUGA/ESC./ENDIVIA;12/2019;2.672;3.04;5687.741;4762.835;2128.321;1566.86;2.843;2.612;2.857;1218.559;2138.993;7342.835;428.606;818.801;2569.793;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ESPARRAGOS;12/2019;3.592;3.646;434.819;703.015;121.056;192.803;3.704;3.658;1.985;139.26;107.61;1024.576;37.595;29.417;516.092;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
VERDURAS DE HOJA;12/2019;2.678;2.656;1205.218;1408.096;450.087;530.2;2.615;2.385;2.527;292.437;489.512;2141.28;111.825;205.232;847.516;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BERENJENAS;12/2019;1.583;1.612;1191.793;1021.289;753.005;633.398;1.588;1.415;1.56;212.765;222.025;1311.699;133.97;156.935;840.745;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ZANAHORIAS;12/2019;0.949;0.895;1875.212;1541.19;1975.605;1722.632;0.911;0.807;1.049;396.422;525.396;1911.109;435.054;650.786;1821.413;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CALABACINES;12/2019;1.462;1.339;3114.413;2799.905;2130.965;2090.682;1.537;1.332;1.454;674.942;868.641;3071.112;439.25;652.204;2112.269;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BROCOLI;12/2019;1.869;2.001;1060.31;1352.992;567.417;676.211;1.774;1.976;1.568;298.728;519.775;1864.21;168.366;263.095;1188.564;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ALCACHOFAS;12/2019;2.364;2.839;1223.476;734.994;517.444;258.914;2.531;3.058;2.761;241.934;237.133;2487.02;95.588;77.551;900.784;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
APIO;12/2019;1.634;1.489;366.378;363.797;224.233;244.266;1.889;1.45;1.419;49.351;133.218;955.587;26.125;91.867;673.37;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLIFLOR;12/2019;1.862;1.879;667.678;441.551;358.582;234.97;1.857;1.865;2.04;157.433;377.967;555.287;84.773;202.612;272.162;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PUERRO;12/2019;2.507;2.481;1381.675;1457.456;551.13;587.498;2.551;2.949;2.522;304.11;591.86;1883.505;119.228;200.731;746.953;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
NARANJAS;12/2019;0.989;0.976;8882.858;9534.425;8978.504;9766.189;0.943;0.959;1.04;2830.158;4255.221;12398.99;2999.933;4439.036;11918.46;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANDARINAS;12/2019;1.373;1.443;7693.19;9434.181;5601.172;6538.623;1.334;1.344;1.487;3094.599;2945.92;11700.06;2320.245;2191.137;7870.514;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LIMONES;12/2019;1.583;1.653;2816.13;2053.171;1778.939;1241.917;1.394;1.692;1.788;758.833;1025.712;2588.05;544.524;606.373;1447.645;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PLATANOS;12/2019;1.593;1.769;11681.03;10483.21;7333.427;5927.41;1.683;1.693;1.81;3360.019;3922.037;13449.07;1996.375;2316.696;7431.698;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANZANAS;12/2019;1.482;1.545;7710.569;8282.615;5202.728;5361.108;1.425;1.347;1.472;2194.307;2758.042;9033.024;1540.371;2047.487;6135.466;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PERAS;12/2019;1.522;1.587;4433.396;4413.54;2911.922;2781.329;1.493;1.458;1.602;1333.535;1648.532;5025.701;892.985;1130.72;3136.72;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MELOCOTONES;12/2019;1.985;1.882;39.115;28.815;19.701;15.307;1.861;1.611;2.606;11.742;57.383;129.411;6.31;35.622;49.654;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
NECTARINAS;12/2019;1.69;1.007;328.823;20.251;194.591;20.105;1.574;1.631;1.139;68.25;58.548;58.331;43.368;35.887;51.224;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ALBARICOQUES;12/2019;3.493;2.684;45.956;28.533;13.155;10.632;0.0;1.188;2.509;0.0;5.355;12.896;0.0;4.507;5.139;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
FRESAS/FRESON;12/2019;5.348;3.602;652.846;876.578;122.063;243.366;4.522;3.609;4.886;536.216;224.908;808.11;118.568;62.318;165.379;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MELON;12/2019;1.633;1.689;1801.468;1693.561;1103.077;1002.476;1.784;1.643;1.722;722.068;995.153;3037.28;404.745;605.542;1763.772;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
SANDIA;12/2019;2.463;1.568;101.272;84.63;41.12;53.984;1.85;0.822;2.347;64.821;7.082;124.016;35.04;8.618;52.836;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CIRUELAS;12/2019;1.489;1.264;371.7;280.004;249.661;221.585;1.266;1.722;1.685;115.339;74.716;428.46;91.138;43.394;254.313;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEREZAS;12/2019;4.887;3.388;99.034;134.032;20.266;39.566;0.0;3.282;6.636;0.0;76.342;217.271;0.0;23.257;32.744;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
UVAS;12/2019;2.605;2.551;4704.416;4428.876;1806.051;1736.451;2.632;2.538;2.866;980.251;1122.32;5827.938;372.429;442.274;2033.537;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
KIWI;12/2019;2.991;2.937;4562.095;5143.008;1525.153;1750.854;2.574;3.036;3.196;982.852;1950.218;5527.155;381.865;642.406;1729.49;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AGUACATE;12/2019;3.188;3.35;3144.548;2739.652;986.228;817.846;3.77;3.301;3.665;733.729;1050.688;2939.462;194.625;318.266;801.969;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIÑA;12/2019;1.251;1.333;2999.207;3073.78;2396.561;2306.626;1.363;1.24;1.436;920.682;1098.358;3998.708;675.589;885.985;2784.036;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
POMELO;12/2019;1.672;2.335;160.598;233.194;96.027;99.889;1.789;1.647;1.838;7.532;52.225;216.455;4.209;31.711;117.746;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHIRIMOYA;12/2019;6.818;4.352;4.478;40.587;0.657;9.326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANGO;12/2019;2.382;2.52;1470.105;1335.794;617.147;530.162;2.641;2.252;2.509;228.492;324.535;1660.013;86.508;144.121;661.729;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
TOMATES;01/2020;1.599;1.794;12242.79;11058.51;7656.306;6162.552;1.62;1.744;1.983;3254.92;2803.601;16058.71;2008.766;1607.92;8096.212;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEBOLLAS;01/2020;1.163;1.15;5315.888;3916.135;4571.385;3406.205;1.17;1.234;1.258;889.394;1449.285;6390.993;759.853;1174.194;5081.157;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AJOS;01/2020;4.014;4.075;2185.7;1541.449;544.548;378.294;4.027;4.019;4.63;354.539;479.97;2316.085;88.039;119.414;500.279;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLES;01/2020;1.078;1.197;1163.844;1352.313;1079.648;1130.135;1.156;1.12;1.184;191.95;722.818;1875.839;166.115;645.55;1583.928;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PEPINOS;01/2020;1.613;1.665;1036.986;928.601;642.712;557.687;1.654;1.672;1.77;364.717;358.94;1271.387;220.541;214.687;718.364;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
JUDIAS VERDES;01/2020;2.858;3.034;2596.364;2891.71;908.346;953.089;2.987;2.963;3.707;824.43;603.955;6374.57;275.998;203.824;1719.743;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIMIENTOS;01/2020;1.829;1.838;5299.442;4859.191;2898.053;2644.058;1.798;1.88;1.855;1362.9;1676.058;5683.1;757.859;891.625;3064.482;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHAMPIÑONES+O.SETAS;01/2020;3.947;3.922;3651.84;3128.216;925.248;797.546;4.294;3.811;3.947;1095.783;1202.268;3560.108;255.212;315.487;902.075;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LECHUGA/ESC./ENDIVIA;01/2020;2.691;3.14;6924.565;4861.89;2573.103;1548.217;2.799;2.664;2.893;1316.808;2202.848;7989.375;470.531;826.979;2761.718;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ESPARRAGOS;01/2020;3.864;3.299;709.17;915.973;183.537;277.659;4.279;2.916;1.998;201.736;199.336;945.97;47.141;68.356;473.43;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
VERDURAS DE HOJA;01/2020;2.684;2.714;1768.126;1831.443;658.77;674.899;2.473;2.643;2.593;579.012;469.558;2833.719;234.151;177.658;1092.853;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BERENJENAS;01/2020;1.745;1.794;1448.667;1116.223;830.385;622.312;1.75;1.67;1.894;347.984;278.69;2213.833;198.807;166.928;1168.778;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ZANAHORIAS;01/2020;0.956;0.853;2379.278;1980.581;2489.114;2321.282;0.833;0.806;1.027;392.297;793.139;2380.646;470.709;983.96;2317.132;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CALABACINES;01/2020;1.638;1.628;4051.115;4023.522;2473.476;2471.367;1.66;1.552;1.722;1084.076;1057.087;4354.72;653.094;681.252;2528.4;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BROCOLI;01/2020;1.757;1.864;1691.67;1403.477;963.024;752.764;1.976;1.828;1.544;415.084;510.415;2450.227;210.077;279.193;1587.377;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALCACHOFAS;01/2020;2.229;2.494;2165.381;1999.7;971.654;801.646;2.63;2.467;2.668;544.032;554.169;6644.303;206.848;224.678;2490.013;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
APIO;01/2020;1.609;1.804;672.317;400.965;417.752;222.248;1.393;1.636;1.478;80.263;102.279;1008.063;57.621;62.511;681.942;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLIFLOR;01/2020;1.727;1.829;773.408;589.519;447.726;322.341;1.715;1.884;1.859;131.644;388.9;861.319;76.741;206.435;463.233;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PUERRO;01/2020;2.46;2.222;2059.291;1967.411;836.984;885.276;2.346;2.888;2.512;338.283;777.788;2327.482;144.214;269.288;926.615;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NARANJAS;01/2020;0.958;0.929;12176.0;11134.69;12706.44;11984.38;0.935;0.944;0.987;3956.842;6296.263;14541.78;4231.888;6672.231;14739.04;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;01/2020;1.464;1.507;9425.411;10401.99;6438.22;6903.942;1.469;1.404;1.577;3638.571;3745.333;14486.39;2477.309;2668.397;9186.138;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;01/2020;1.479;1.593;2219.001;1939.468;1500.726;1217.54;1.374;1.557;1.732;652.668;897.002;2258.333;474.865;576.093;1303.719;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;01/2020;1.516;1.67;12384.57;11391.88;8169.663;6821.358;1.599;1.549;1.727;3480.211;4505.361;14892.54;2177.042;2907.935;8623.255;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;01/2020;1.444;1.445;9198.553;9573.943;6370.825;6623.85;1.449;1.364;1.427;2356.771;3860.583;11197.04;1626.618;2831.021;7845.043;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PERAS;01/2020;1.463;1.536;4508.314;4273.913;3081.038;2783.315;1.426;1.349;1.592;1353.886;1704.572;5284.626;949.22;1263.948;3319.491;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELOCOTONES;01/2020;1.299;1.198;65.262;25.599;50.237;21.374;0.0;1.571;1.049;0.0;109.088;53.945;0.0;69.458;51.415;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NECTARINAS;01/2020;1.447;1.621;240.432;49.857;166.154;30.764;1.292;1.941;1.5;24.322;42.268;162.827;18.828;21.775;108.561;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALBARICOQUES;01/2020;1.671;1.43;35.669;40.554;21.344;28.367;1.2;2.366;1.41;4.493;4.809;40.631;3.744;2.033;28.812;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
FRESAS/FRESON;01/2020;3.738;3.086;5089.001;3271.916;1361.427;1060.207;4.412;3.41;4.209;1176.13;960.655;5523.088;266.59;281.718;1312.329;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELON;01/2020;1.671;1.623;1461.584;1528.838;874.888;942.116;2.04;1.712;1.831;843.475;560.647;2558.644;413.539;327.515;1397.546;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
SANDIA;01/2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.12;0.0;0.0;21.149;0.0;0.0;18.89;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CIRUELAS;01/2020;1.503;1.764;317.177;339.455;211.062;192.423;1.301;2.158;2.036;60.293;74.708;303.811;46.341;34.625;149.227;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEREZAS;01/2020;5.771;9.13;177.522;284.98;30.759;31.213;16.575;6.142;6.468;67.276;57.945;110.747;4.059;9.435;17.123;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
UVAS;01/2020;2.889;2.532;2636.533;2853.657;912.457;1127.218;3.298;2.673;3.36;716.268;680.424;3735.111;217.159;254.579;1111.752;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
KIWI;01/2020;2.856;2.77;4893.39;5059.045;1713.209;1826.524;2.81;2.745;3.14;1236.974;2139.123;6159.749;440.198;779.275;1961.726;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AGUACATE;01/2020;3.519;3.472;3102.988;2735.899;881.734;788.092;4.042;3.602;3.583;703.936;1013.603;3539.194;174.174;281.38;987.655;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIÑA;01/2020;1.55;1.723;1680.51;2285.716;1084.146;1326.867;1.608;1.513;2.024;492.963;670.048;2571.991;306.655;442.931;1270.465;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
POMELO;01/2020;1.635;2.007;183.695;152.051;112.334;75.746;1.978;1.815;1.746;38.827;94.953;323.952;19.625;52.314;185.553;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHIRIMOYA;01/2020;0.0;6.891;0.0;17.743;0.0;2.575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANGO;01/2020;2.397;2.471;1123.539;1233.363;468.82;499.111;2.417;2.857;2.972;193.783;416.91;1529.955;80.184;145.945;514.8;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
TOMATES;02/2020;1.527;1.772;12221.03;11989.13;8004.059;6764.183;1.674;1.785;1.963;3317.173;3104.708;17349.67;1981.834;1739.261;8838.71;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEBOLLAS;02/2020;1.132;1.196;5102.972;3967.32;4506.418;3318.142;1.094;1.239;1.244;806.471;1272.94;6909.853;736.96;1026.995;5553.74;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AJOS;02/2020;4.066;4.325;2223.923;1575.117;546.939;364.193;3.648;4.361;5.132;434.159;545.039;2177.857;119.021;124.977;424.349;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLES;02/2020;1.286;1.226;1053.926;1434.79;819.245;1169.881;1.105;1.174;1.262;292.771;429.217;1740.119;265.057;365.485;1379.352;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PEPINOS;02/2020;1.735;1.69;1411.015;1218.096;813.373;720.596;1.617;1.84;1.735;368.538;363.342;1553.931;227.86;197.451;895.599;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
JUDIAS VERDES;02/2020;3.063;3.431;2097.715;3144.859;684.787;916.734;3.478;3.358;3.899;763.592;734.299;5783.166;219.562;218.65;1483.353;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIMIENTOS;02/2020;1.816;1.923;4722.2;5124.864;2600.701;2664.385;1.846;1.739;1.894;1140.673;1556.684;5455.484;618.004;895.006;2879.647;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHAMPIÑONES+O.SETAS;02/2020;3.71;3.774;3435.47;3420.988;925.926;906.376;3.936;3.583;3.33;923.176;987.417;3534.534;234.53;275.618;1061.4;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LECHUGA/ESC./ENDIVIA;02/2020;2.785;3.206;7237.728;5114.226;2599.011;1595.192;2.841;2.694;2.835;1395.862;1827.263;8497.373;491.375;678.307;2997.642;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ESPARRAGOS;02/2020;3.085;2.827;1059.3;1102.305;343.4;389.871;2.971;5.336;2.006;276.3;145.615;1247.631;93.008;27.292;621.855;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
VERDURAS DE HOJA;02/2020;2.227;2.271;2078.273;2122.962;933.214;934.781;2.438;2.739;2.346;599.489;493.218;4085.32;245.845;180.076;1741.764;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BERENJENAS;02/2020;1.678;1.611;1479.85;1298.699;881.934;806.196;1.525;1.873;1.578;297.011;293.899;2125.452;194.815;156.943;1347.051;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ZANAHORIAS;02/2020;1.079;0.901;2366.233;2194.237;2193.297;2436.365;0.824;0.83;1.02;433.891;641.877;2304.086;526.276;773.111;2259.148;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CALABACINES;02/2020;1.514;1.467;3687.255;4150.145;2436.011;2828.312;1.481;1.541;1.558;965.776;1054.385;4743.836;652.105;684.17;3044.782;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BROCOLI;02/2020;1.621;1.877;1696.246;1361.655;1046.126;725.27;1.791;1.942;1.497;407.52;481.649;2658.493;227.514;248.007;1775.769;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALCACHOFAS;02/2020;1.76;1.899;2754.093;2649.222;1564.462;1395.25;1.679;2.031;1.862;771.615;549.057;7636.683;459.527;270.28;4102.267;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
APIO;02/2020;1.538;1.694;499.664;417.803;324.8;246.694;1.607;1.846;1.476;107.869;153.309;658.019;67.124;83.034;445.714;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLIFLOR;02/2020;1.373;1.495;852.298;561.61;620.675;375.559;1.541;1.42;1.493;189.752;364.312;710.681;123.142;256.568;475.864;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PUERRO;02/2020;2.579;2.23;1442.315;1923.155;559.25;862.291;2.365;2.973;2.295;276.223;483.624;1738.148;116.812;162.664;757.428;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NARANJAS;02/2020;0.972;0.955;13001.87;12589.78;13370.02;13182.72;0.907;0.882;1.023;3670.474;4592.846;14675.33;4048.972;5205.13;14348.52;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;02/2020;1.695;1.791;9535.251;10883.7;5624.595;6077.309;1.654;1.644;1.812;2882.76;3038.444;13630.69;1742.531;1848.242;7522.855;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;02/2020;1.638;1.628;2090.593;1856.673;1276.074;1140.308;1.56;1.596;1.738;396.987;794.974;2244.813;254.448;498.239;1291.818;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;02/2020;1.448;1.585;13124.64;12143.96;9063.198;7663.047;1.493;1.494;1.662;3353.658;3696.903;14956.58;2246.061;2474.358;9000.192;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;02/2020;1.482;1.521;9435.127;9439.289;6367.487;6204.324;1.451;1.319;1.474;2202.719;3314.564;11697.37;1517.55;2512.231;7936.251;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PERAS;02/2020;1.529;1.584;4960.794;5024.273;3245.443;3171.664;1.552;1.468;1.646;1303.753;1635.812;5849.766;839.794;1114.122;3554.522;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELOCOTONES;02/2020;1.003;0.0;28.243;0.0;28.171;0.0;1.746;1.764;1.866;20.143;19.495;21.123;11.536;11.051;11.319;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NECTARINAS;02/2020;2.003;1.744;248.635;45.156;124.155;25.893;2.256;1.54;1.981;65.972;40.861;207.775;29.248;26.532;104.869;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALBARICOQUES;02/2020;2.991;0.887;51.184;4.043;17.115;4.557;2.366;1.754;1.928;50.237;8.692;35.954;21.231;4.955;18.65;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
FRESAS/FRESON;02/2020;3.108;3.162;10767.66;11165.28;3464.02;3531.055;3.189;3.155;3.468;2777.43;2934.413;12194.4;870.983;930.175;3516.54;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELON;02/2020;1.652;1.686;1630.077;2063.732;986.544;1223.743;1.998;1.834;1.7;639.11;586.761;2602.334;319.889;320.012;1530.645;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
SANDIA;02/2020;1.551;1.936;46.888;86.779;30.236;44.835;1.482;1.631;1.59;29.498;29.155;340.222;19.906;17.878;213.955;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CIRUELAS;02/2020;2.787;2.228;470.093;393.503;168.68;176.64;2.226;2.753;3.512;110.159;162.65;878.438;49.492;59.091;250.156;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEREZAS;02/2020;2.667;5.563;98.897;163.476;37.082;29.386;3.522;2.688;7.327;17.779;20.835;92.252;5.048;7.751;12.59;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
UVAS;02/2020;3.973;3.987;2131.617;2218.593;536.521;556.464;4.835;3.883;4.503;484.752;424.567;2639.064;100.265;109.344;586.067;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
